"name","alt.name","venue"
"Crossfire Select Cantrell B00","CROSSFIRE CFS B00 - CANTRELL (WA)","Bigfoot Gold U17"
"Crossfire Select Cantrell B00","Crossfire Select B00 Cantrell","Crossfire Select U17"
"Crossfire Select Cantrell B00","Crossfire Select B00 Cantrell","NPSL Division 1 (00) U17"
"Crossfire Select Cantrell B00","CFS B00 - Cantrell","Founders Cup B00 Div A"
"Crossfire Select Elder B00","Crossfire Select B00 - Elder","Blast Off B2000 B"
"Crossfire Select Elder B00","Crossfire Select B00-Elder","Crossfire Select U17"
"Crossfire Select Elder B00","Crossfire Select B00 Elder","NPSL Division 2 (00) U17"
"Crossfire Select Elder B00","CFS B00 - Elder","Founders Cup B00 Div A"
"Crossfire Yakima A B00","CROSSFIRE YAKIMA B00A (WA)","Nike Crossfire Challenge Gold Group U17"
"Crossfire Yakima A B00","Crossfire Yakima -B00 A","RCL B00 Div 1"
"Crossfire Yakima A B00","Crossfire Yakima -B00 A","WYS Championship B00"
"Crossfire Yakima A B00","CROSSFIRE YAKIMA CUEVAS (WA)","Nike Crossfire Challenge Super Group U17"
"Crossfire Yakima A B00","Crossfire Yakima Cuevas","US Club Regionals 2000"
"Crusaders CSC Red B00","CRUSADERS SOCCER CSC RED (CAS)","Albion Cup 2000 Cup U17"
"CSC Storm Navy B00","Corvallis SC 00B Navy","Win OYS B00 Division 1 Green"
"CSC Storm Navy B99","CORVALLIS STORM 99B (OR)","Showcase of Champions Boys U17 Diamond U17"
"CSC Storm White B00","Corvallis SC 00B White","Win OYS B00 Division 1 White"
"CUP Gold B00","CUP Gold 00 (OH-S)","USYS National League U17"
"CVM Academy B00","CVM ACADEMY (CAN)","NV Players Showcase MGM U17"
"Dallas Texans North B00","DALLAS TEXANS 00 BOYS NORTH (F:DT WHITE DALLAS 01) (TXN)","NV Players Showcase Mirage U17"
"Davie United Sharks Blue B00","Davie United Sharks Blue (FL)","USYS National League U17"
"Davis Legacy Red B00","DAVIS LEGACY 00 RED (CAN)","Surf Cup Black U17"
"Davis Legacy Red B00","DAVIS LEGACY 00 RED (CAN)","NV Players Showcase Mirage U17"
"De Anza Force SC II B00","De Anza Force 00B II","Nomads Thanksgiving 1st Division U17"
"Del Mar Sharks White B00","DMCV Sharks B2000 - Burson","SCDL Fl1 U17"
"Del Mar Sharks White B00","DMCV SHARKS - BURSON 00-01 (CAS)","Manchester City Cup Silver U17"
"Delaware Rush B00","DELAWARE RUSH DE RUSH 00 BOYS (DE)","NV Players Showcase USYS National League U17"
"Delaware Rush B00","Delaware Rush 00 (DE)","USYS National League U17"
"Desert United B00","DESERT UNITED SC B00 (CAS)","Manchester City Cup Gold U17"
"Downtown LVSC Academy B00","DOWNTOWN LVSC 00 ACADEMY (NV)","Surf Cup Black U17"
"Downtown LVSC Academy B00","DOWNTOWN LVSC 00 ACADEMY","FWRL Desert 2000 U17"
"Downtown LVSC Academy B00","DOWNTOWN LVSC 00 ACADEMY (NV)","NV Players Showcase Mirage U17"
"Downtown LVSC Academy B00","DOWNTOWN LVSC 00 ACADEMY (NV)","Manchester City Cup Gold U17"
"Eagles SC B00","EAGLES (CAS)","Albion Cup 2000 Showcase U17"
"Eastside FC Blue B00","Eastside FC BU00 Robson","Eastside FC Cup BU17"
"Eastside FC Blue B00","Eastside FC B00 Blue C","RCL B00 Div 3"
"Eastside FC Blue B00","EASTSIDE FCEFC B00 BLUE ROBSON","Snohomish United Invit Gold"
"Eastside FC Blue B00","Eastside FC B00 Blue C","WYS Presidents Cup B00"
"Eastside FC Red B00","Eastside FC B00 RED","FWRL B00"
"Eastside FC Red B00","EASTSIDE FC B'00 RED (WA)","Nike Crossfire Challenge Super Group U17"
"Eastside FC Red B00","Eastside FC B00 Red A","RCL B00 Div 1"
"Eastside FC Red B00","EASTSIDE FC B'00 RED (WA)","Surf Cup Super Black U17"
"Eastside FC Red B00","Eastside FC B00 Red A","WYS Championship B00"
"Eastside FC Red B01","Eastside FC Boys 01 Red","Sounders FC Cup BU17"
"Eastside FC Red B99","EASTSIDE FC EFC B99 RED (WA)","Showcase of Champions Boys U17 Diamond U17"
"Eastside FC White B00","Eastside FC B00 White","Eastside FC Cup BU17"
"Eastside FC White B00","Eastside FC Boys 00 White","Rainier Challenge Copa U17"
"Eastside FC White B00","Eastside FC B00 White B","RCL B00 Div 2"
"Eastside FC White B00","EASTSIDE FC BOYS 2000 WHITE (WA)","Showcase of Champions Boys U17/16 Platinum U17"
"Eastside FC White B00","Eastside FC B00 White B","WYS Presidents Cup B00"
"Eastside FC White B00","EASTSIDE FC B00 WHITE B (WA)","Albion Cup 2000 Cup U17"
"EBU Bay Oaks Gold B00","EBU Bay Oaks Gold 00","Nomads Thanksgiving 1st Division U17"
"EBU Bay Oaks Gold B00","EAST BAY UNITED - BAY OAKS SC 00B EBU BAY OAKS GOLD","NorCal NPL 00 NPL 1 West"
"Emerald City FC Green B00","EMERALD CITY FC ECFC M00 GREEN (WA)","Bigfoot Gold U17"
