"name","alt.name","venue"
"Coquitlam Metro Ford Schalke B04","CM U13 MSL SCHALKE (CANADA)","SX Cup Boys U13 Metro - Tier 2 U13"
"Coquitlam Metro Ford Wolverines B04","CMFSC WOLVERINES (CANADA)","SX Cup Boys U13 Silver - Tier 4 U13"
"Crossfire Oregon Green I B04","Crossfire Oregon 04 Green 1","Clash At the Border Div 2 Gold/Silver U13"
"Crossfire Oregon Green I B04","CROSSFIRE OREGON GREEN I (OR)","Oswego Nike Cup Gold/Silver U13"
"Crossfire Oregon Green I B04","Crossfire Oregon 04B Green","PTT B04 Division 1 Green"
"Crossfire Oregon Green I B04","Crossfire Oregon 04B Green","Spr OYS B04 Premier White"
"Crossfire Oregon Green I B04","Crossfire Oregon 04B Green","OYS State Cup B04"
"Crossfire Oregon USSDA B04","Crossfire Oregon U-12","USSDA OR U12"
"Crossfire Premier A B04","CROSSFIRE PREMIER B04 A (WA)","Nike Crossfire Challenge Super Group U13"
"Crossfire Premier A B04","CROSSFIRECROSSFIRE BOYS 2004 A","NWCL Boys 04"
"Crossfire Premier A B04","Crossfire Premier B04 A","RCL B04 Div 2"
"Crossfire Premier A B04","CROSSFIRE PREMIER B04 A (WA)","REDAPT Cup Gold U13"
"Crossfire Premier A B04","Crossfire Premier Boys 2004 A","US Club Regionals 2004"
"Crossfire Premier A B04","Crossfire Premier Boys 2004 A","PacNW Winter Classic Premier U13"
"Crossfire Premier A B04","Crossfire Premier B04 A","Win RCL B04 Div 2"
"Crossfire Premier A B04","Crossfire Premier B04 A","WYS Championship B04"
"Crossfire Premier A B05","CROSSFIRE PREMIER B05 A (WA)","REDAPT Cup Gold U13"
"Crossfire Premier B B04","CROSSFIRE PREMIER B04 B (WA)","Bigfoot Gold U13"
"Crossfire Premier B B04","CROSSFIRE PREMIER B04 B (WA)","Nike Crossfire Challenge Gold Group U13"
"Crossfire Premier B B04","Crossfire Premier B04 B","RCL B04 Div 2"
"Crossfire Premier B B04","CROSSFIRE PREMIER B04 B (WA)","REDAPT Cup Gold U13"
"Crossfire Premier B B04","CROSSFIRE PREMIER B04 B","Snohomish United Invit Gold"
"Crossfire Premier B B04","Crossfire Premier B04B","PacNW Winter Classic Premier II U13"
"Crossfire Premier B B04","Crossfire Premier B04 B","Win RCL B04 Div 3"
"Crossfire Premier B B04","Crossfire Premier B04 B","WYS Presidents Cup B04 Division 1"
"Crossfire Premier C B04","CROSSFIRE PREMIER B04 C (WA)","Nike Crossfire Challenge Silver U13"
"Crossfire Premier C B04","Crossfire Premier B04 C","RCL B04 Div 3"
"Crossfire Premier C B04","CROSSFIRE PREMIER B04 C (WA)","REDAPT Cup Silver U13"
"Crossfire Premier C B04","CROSSFIRE PREMIER B04 C","Snohomish United Invit Gold"
"Crossfire Premier C B04","CROSSFIRE PREMIER B04 C (WA)","WA Rush Cup B04 Silver U13"
"Crossfire Premier C B04","Crossfire Premier B04 C","RCL B04 7V2"
"Crossfire Premier C B04","Crossfire Premier B04 C","Win RCL B04 Div 3"
"Crossfire Premier C B04","Crossfire Premier B04 C","WYS Presidents Cup B04 Division 2"
"Crossfire Premier USSDA 1 B04","CROSSFIRE PREMIER U-12 DA 1 (WA)","Nike Crossfire Challenge U12 Development Academy U13"
"Crossfire Premier USSDA 1 B04","CROSSFIRE PREMIERCROSSFIRE 2004 ACADEMY","Snohomish United Invit Academy"
"Crossfire Premier USSDA 1 B04","Crossfire Premier 1 U-12","USSDA U12"
"Crossfire Premier USSDA 2 B04","CROSSFIRE PREMIER U-12 DA 2 (WA)","Nike Crossfire Challenge U12 Development Academy U13"
"Crossfire Premier USSDA 2 B04","Crossfire Premier 2 U-12","USSDA U12"
"Crossfire Select Atkinson B04","Crossfire Select B04 Atkinson","Crossfire Select U13 Bronze"
"Crossfire Select Atkinson B04","Crossfire Select B04 Atkinson","NPSL Division 2 (04) U13"
"Crossfire Select Atkinson B04","CROSSFIRE SELECT BOYS 2004 SILVER (WA)","Bigfoot Silver U13"
"Crossfire Select Barnes B04","Crossfire Select B04 Barnes","Crossfire Select U13 Gold Silver Gold-Silver"
"Crossfire Select Barnes B04","Crossfire Select B04 Barnes","NPSL Division 1 (04) U13"
"Crossfire Select Barnes B04","Barnes BY-04 Boys","River Jam Samba U13"
"Crossfire Select Barnes B04","Crossfire Select Barnes BY04","Eastside FC Cup BU13 Silver"
"Crossfire Select Barnes B04","CFS B04 - Gold - Barnes","Founders Cup B04 Div A"
"Crossfire Select Pombo B04","Crossfire Select B04 Pombo","Crossfire Select U13 Gold Silver Gold-Silver"
"Crossfire Select Pombo B04","Crossfire Select B04 Pombo","NPSL Division 1 (04) U13"
"Crossfire Select Pombo B04","Crossfire Select B04 Pombo","Seattle United Cup BU13 Gold"
"Crossfire Select Pombo B04","Crossfire Select B04 Pombo","Xtreme Cup BU13 Gold"
"Crossfire Select Pombo B04","CFS B04 - Gold - Pombo","Founders Cup B04 Div A"
"Crossfire Yakima A B04","Crossfire Yakima - B04 A","RCL B04 Div 3"
"Crossfire Yakima A B04","Crossfire Yakima - B04 A","RCL B04 Div 2"
"Crossfire Yakima A B04","Crossfire Yakima - B04 A","Win RCL B04 Div 1"
"Crossfire Yakima A B04","Crossfire Yakima - B04 A","WYS Championship B04"
"Crossfire Yakima B B04","Crossfire Yakima - B04 B","RCL B04 Div 4"
"Crossfire Yakima B B04","Crossfire Yakima - B04 B","Win RCL B04 Div 4"
"Crossfire Yakima B B04","Crossfire Yakima - B04 B","WYS Presidents Cup B04 Division 2"
